cycle_number,max_capacity_in_Ah,mean_temperature_in_C,max_abs_current_in_A,c_rate,nominal_capacity_Ah,depth_of_discharge,depth_of_charge,anode_material,cathode_material,electrolyte_material,cell_id,SOH,source_file
86,0.8511757,25,5.5005622,5.5005622,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.949417216,NA-ion_270040-1-2-63
87,0.8508683,25,5.5005531,5.5005531,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.949074336,NA-ion_270040-1-2-63
88,0.8501067,25,5.5005379,5.5005379,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.948224834,NA-ion_270040-1-2-63
89,0.8494942,25,5.5005507,5.5005507,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.94754164,NA-ion_270040-1-2-63
90,0.8487262,25,5.5005074,5.5005074,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.946684998,NA-ion_270040-1-2-63
91,0.8482717,25,5.5005231,5.5005231,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.94617804,NA-ion_270040-1-2-63
92,0.8478125,25,5.5004649,5.5004649,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.94566584,NA-ion_270040-1-2-63
93,0.8471985,25,5.5005074,5.5005074,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.944980973,NA-ion_270040-1-2-63
94,0.8464295,25,5.5004854,5.5004854,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.944123216,NA-ion_270040-1-2-63
95,0.8461231,25,5.5004983,5.5004983,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.943781452,NA-ion_270040-1-2-63
96,0.8453647,25,5.5005407,5.5005407,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.942935519,NA-ion_270040-1-2-63
97,0.8447542,25,5.5004911,5.5004911,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.942254555,NA-ion_270040-1-2-63
98,0.8441374,25,5.5004869,5.5004869,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.941566565,NA-ion_270040-1-2-63
99,0.8435284,25,5.500484,5.500484,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.940887275,NA-ion_270040-1-2-63
100,0.8429202,25,5.500484,5.500484,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.940208878,NA-ion_270040-1-2-63
101,0.8423063,25,5.500463,5.500463,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.939524122,NA-ion_270040-1-2-63
102,0.8416946,25,5.5004692,5.5004692,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.938841821,NA-ion_270040-1-2-63
103,0.8412431,25,5.5005622,5.5005622,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.938338209,NA-ion_270040-1-2-63
104,0.8404741,25,5.5005121,5.5005121,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.937480452,NA-ion_270040-1-2-63
105,0.8400124,25,5.5004921,5.5004921,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.936965464,NA-ion_270040-1-2-63
106,0.8392555,25,5.5005732,5.5005732,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.936121203,NA-ion_270040-1-2-63
107,0.8384871,25,5.5004964,5.5004964,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.935264116,NA-ion_270040-1-2-63
108,0.8381748,25,5.5004673,5.5004673,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.93491577,NA-ion_270040-1-2-63
109,0.8371086,25,5.500484,5.500484,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.933726511,NA-ion_270040-1-2-63
110,0.8366504,25,5.5004644,5.5004644,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.933215426,NA-ion_270040-1-2-63
111,0.8358847,25,5.5004997,5.5004997,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.93236135,NA-ion_270040-1-2-63
112,0.8352709,25,5.5004354,5.5004354,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.931676706,NA-ion_270040-1-2-63
113,0.8348114,25,5.5004468,5.5004468,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.931164171,NA-ion_270040-1-2-63
114,0.8340471,25,5.5004506,5.5004506,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.930311657,NA-ion_270040-1-2-63
115,0.8337423,25,5.5004368,5.5004368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.929971677,NA-ion_270040-1-2-63
116,0.8332878,25,5.5005121,5.5005121,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.92946472,NA-ion_270040-1-2-63
117,0.8328261,25,5.5004816,5.5004816,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.928949731,NA-ion_270040-1-2-63
118,0.8323692,25,5.5004859,5.5004859,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.928440096,NA-ion_270040-1-2-63
119,0.8317551,25,5.5004134,5.5004134,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.927755117,NA-ion_270040-1-2-63
120,0.831448,25,5.5004201,5.5004201,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.927412572,NA-ion_270040-1-2-63
121,0.8308378,25,5.5004134,5.5004134,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.926731944,NA-ion_270040-1-2-63
122,0.8302252,25,5.5004201,5.5004201,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.926048638,NA-ion_270040-1-2-63
123,0.8299172,25,5.5004129,5.5004129,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.92570509,NA-ion_270040-1-2-63
124,0.8294654,25,5.5004439,5.5004439,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.925201143,NA-ion_270040-1-2-63
125,0.8288522,25,5.5004368,5.5004368,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.924517169,NA-ion_270040-1-2-63
126,0.8283998,25,5.5004873,5.5004873,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.924012553,NA-ion_270040-1-2-63
127,0.8279479,25,5.5005608,5.5005608,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.923508496,NA-ion_270040-1-2-63
128,0.8276428,25,5.5005212,5.5005212,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.923168181,NA-ion_270040-1-2-63
129,0.8267307,25,5.5005927,5.5005927,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.922150808,NA-ion_270040-1-2-63
130,0.8262776,25,5.5005951,5.5005951,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.921645412,NA-ion_270040-1-2-63
131,0.8259789,25,5.5006919,5.5006919,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.921312236,NA-ion_270040-1-2-63
132,0.825222,25,5.5006752,5.5006752,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.920467976,NA-ion_270040-1-2-63
133,0.8247648,25,5.50072,5.50072,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.919958007,NA-ion_270040-1-2-63
134,0.8244643,25,5.5007463,5.5007463,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.919622823,NA-ion_270040-1-2-63
135,0.8238559,25,5.5007448,5.5007448,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.918944203,NA-ion_270040-1-2-63
136,0.823696,25,5.5007133,5.5007133,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.918765847,NA-ion_270040-1-2-63
137,0.8229392,25,5.5007391,5.5007391,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.917921699,NA-ion_270040-1-2-63
138,0.8224777,25,5.500771,5.500771,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.917406933,NA-ion_270040-1-2-63
139,0.8220181,25,5.5007195,5.5007195,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.916894286,NA-ion_270040-1-2-63
140,0.8215576,25,5.5007091,5.5007091,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.916380636,NA-ion_270040-1-2-63
141,0.8209531,25,5.5007396,5.5007396,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.915706366,NA-ion_270040-1-2-63
142,0.8204907,25,5.5007424,5.5007424,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.915190596,NA-ion_270040-1-2-63
143,0.8200359,25,5.5007601,5.5007601,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.914683304,NA-ion_270040-1-2-63
144,0.8194231,25,5.5007362,5.5007362,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.913999775,NA-ion_270040-1-2-63
145,0.8188148,25,5.5007925,5.5007925,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.913321266,NA-ion_270040-1-2-63
146,0.8185056,25,5.5007286,5.5007286,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.912976379,NA-ion_270040-1-2-63
147,0.8180498,25,5.5007863,5.5007863,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.912467971,NA-ion_270040-1-2-63
148,0.8174433,25,5.5007782,5.5007782,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.911791469,NA-ion_270040-1-2-63
149,0.8169841,25,5.5007892,5.5007892,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.911279269,NA-ion_270040-1-2-63
150,0.8163705,25,5.5007792,5.5007792,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.910594848,NA-ion_270040-1-2-63
151,0.8159097,25,5.5007405,5.5007405,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.910080863,NA-ion_270040-1-2-63
152,0.8152944,25,5.500742,5.500742,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.909394546,NA-ion_270040-1-2-63
153,0.8148379,25,5.5007033,5.5007033,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.908885358,NA-ion_270040-1-2-63
154,0.8142297,25,5.5007796,5.5007796,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.90820696,NA-ion_270040-1-2-63
155,0.8136162,25,5.5007324,5.5007324,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.907522651,NA-ion_270040-1-2-63
156,0.8128551,25,5.5007224,5.5007224,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.906673706,NA-ion_270040-1-2-63
157,0.8125522,25,5.500741,5.500741,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.906335845,NA-ion_270040-1-2-63
158,0.8120933,25,5.5007424,5.5007424,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.90582398,NA-ion_270040-1-2-63
159,0.8114847,25,5.500773,5.500773,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.905145136,NA-ion_270040-1-2-63
160,0.8108725,25,5.500814,5.500814,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.904462277,NA-ion_270040-1-2-63
161,0.8104155,25,5.5008211,5.5008211,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.90395253,NA-ion_270040-1-2-63
162,0.8099481,25,5.5007644,5.5007644,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.903431184,NA-ion_270040-1-2-63
163,0.8091878,25,5.5007668,5.5007668,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.902583131,NA-ion_270040-1-2-63
164,0.8085684,25,5.5007091,5.5007091,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.901892241,NA-ion_270040-1-2-63
165,0.8081192,25,5.5007701,5.5007701,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.901391195,NA-ion_270040-1-2-63
166,0.8075081,25,5.5007882,5.5007882,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.900709562,NA-ion_270040-1-2-63
167,0.8068967,25,5.5007658,5.5007658,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.900027595,NA-ion_270040-1-2-63
168,0.8064383,25,5.5007339,5.5007339,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.899516288,NA-ion_270040-1-2-63
169,0.8058274,25,5.5007672,5.5007672,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.898834878,NA-ion_270040-1-2-63
170,0.8053674,25,5.5007501,5.5007501,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.898321786,NA-ion_270040-1-2-63
171,0.8046032,25,5.5007534,5.5007534,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.897469383,NA-ion_270040-1-2-63
172,0.8041454,25,5.5007339,5.5007339,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.896958744,NA-ion_270040-1-2-63
173,0.803535,25,5.5007563,5.5007563,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.896277893,NA-ion_270040-1-2-63
174,0.8029226,25,5.5007744,5.5007744,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.89559481,NA-ion_270040-1-2-63
175,0.8023072,25,5.50071,5.50071,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.894908382,NA-ion_270040-1-2-63
176,0.8018506,25,5.5007133,5.5007133,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.894399082,NA-ion_270040-1-2-63
177,0.8010851,25,5.5007157,5.5007157,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.893545229,NA-ion_270040-1-2-63
178,0.8004711,25,5.5006852,5.5006852,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.892860362,NA-ion_270040-1-2-63
179,0.7998616,25,5.5007005,5.5007005,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.892180514,NA-ion_270040-1-2-63
180,0.7992524,25,5.5007033,5.5007033,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.891501001,NA-ion_270040-1-2-63
181,0.798642,25,5.5007534,5.5007534,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.890820149,NA-ion_270040-1-2-63
182,0.7980332,25,5.5007572,5.5007572,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.890141083,NA-ion_270040-1-2-63
183,0.7975732,25,5.500731,5.500731,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.88962799,NA-ion_270040-1-2-63
184,0.796811,25,5.5007772,5.5007772,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.888777818,NA-ion_270040-1-2-63
185,0.7960395,25,5.5007062,5.5007062,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.887917273,NA-ion_270040-1-2-63
186,0.7954312,25,5.5006924,5.5006924,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.887238763,NA-ion_270040-1-2-63
187,0.7948216,25,5.500721,5.500721,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.886558804,NA-ion_270040-1-2-63
188,0.7942086,25,5.5007076,5.5007076,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.885875053,NA-ion_270040-1-2-63
189,0.7937534,25,5.5007477,5.5007477,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.885367314,NA-ion_270040-1-2-63
190,0.7926824,25,5.5007062,5.5007062,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.884172701,NA-ion_270040-1-2-63
191,0.7922229,25,5.5007033,5.5007033,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.883660166,NA-ion_270040-1-2-63
192,0.7914583,25,5.5007253,5.5007253,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.882807317,NA-ion_270040-1-2-63
193,0.7906939,25,5.5006976,5.5006976,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.881954691,NA-ion_270040-1-2-63
194,0.7900836,25,5.5007324,5.5007324,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.881273951,NA-ion_270040-1-2-63
195,0.7893166,25,5.5006752,5.5006752,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.880418425,NA-ion_270040-1-2-63
196,0.7887066,25,5.5006881,5.5006881,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.879738019,NA-ion_270040-1-2-63
197,0.7879406,25,5.5006909,5.5006909,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.878883609,NA-ion_270040-1-2-63
198,0.7871792,25,5.5007339,5.5007339,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.878034329,NA-ion_270040-1-2-63
199,0.7864169,25,5.5007119,5.5007119,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.877184045,NA-ion_270040-1-2-63
200,0.7856535,25,5.5007057,5.5007057,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.876332535,NA-ion_270040-1-2-63
201,0.7845826,25,5.5007143,5.5007143,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.875138033,NA-ion_270040-1-2-63
202,0.7839724,25,5.5006909,5.5006909,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.874457405,NA-ion_270040-1-2-63
203,0.7830563,25,5.5007157,5.5007157,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.87343557,NA-ion_270040-1-2-63
204,0.7821426,25,5.5007114,5.5007114,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.872416412,NA-ion_270040-1-2-63
205,0.7816824,25,5.5007224,5.5007224,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.871903096,NA-ion_270040-1-2-63
206,0.7806129,25,5.5007105,5.5007105,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.870710156,NA-ion_270040-1-2-63
207,0.7795426,25,5.5007133,5.5007133,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.869516323,NA-ion_270040-1-2-63
208,0.7789308,25,5.5007243,5.5007243,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.86883391,NA-ion_270040-1-2-63
209,0.778168,25,5.5006909,5.5006909,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.867983069,NA-ion_270040-1-2-63
210,0.7772453,25,5.5006933,5.5006933,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.866953872,NA-ion_270040-1-2-63
211,0.7761751,25,5.5007062,5.5007062,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.865760151,NA-ion_270040-1-2-63
212,0.7754066,25,5.5007062,5.5007062,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.864902952,NA-ion_270040-1-2-63
213,0.774491,25,5.500699,5.500699,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.863881675,NA-ion_270040-1-2-63
214,0.7737327,25,5.5006981,5.5006981,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.863035853,NA-ion_270040-1-2-63
215,0.7728224,25,5.5007162,5.5007162,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.862020487,NA-ion_270040-1-2-63
216,0.7719095,25,5.5007696,5.5007696,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.861002221,NA-ion_270040-1-2-63
217,0.7709857,25,5.5007505,5.5007505,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.859971798,NA-ion_270040-1-2-63
218,0.7702256,25,5.5007324,5.5007324,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.859123968,NA-ion_270040-1-2-63
219,0.7691574,25,5.50073,5.50073,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.857932478,NA-ion_270040-1-2-63
220,0.7682418,25,5.5007701,5.5007701,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.856911201,NA-ion_270040-1-2-63
221,0.767325,25,5.500731,5.500731,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.855888585,NA-ion_270040-1-2-63
222,0.766559,25,5.5007405,5.5007405,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.855034174,NA-ion_270040-1-2-63
223,0.7656455,25,5.5008297,5.5008297,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.854015239,NA-ion_270040-1-2-63
224,0.7645751,25,5.500762,5.500762,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.852821295,NA-ion_270040-1-2-63
225,0.763808,25,5.5007381,5.5007381,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.851965658,NA-ion_270040-1-2-63
226,0.7627485,25,5.5008383,5.5008383,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.850783872,NA-ion_270040-1-2-63
227,0.7618247,25,5.5007639,5.5007639,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.849753448,NA-ion_270040-1-2-63
228,0.7609141,25,5.5008602,5.5008602,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.848737748,NA-ion_270040-1-2-63
229,0.7599937,25,5.5007391,5.5007391,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.847711116,NA-ion_270040-1-2-63
230,0.7590777,25,5.5007958,5.5007958,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.846689393,NA-ion_270040-1-2-63
231,0.7580087,25,5.5008159,5.5008159,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.84549701,NA-ion_270040-1-2-63
232,0.7573986,25,5.5008602,5.5008602,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.844816494,NA-ion_270040-1-2-63
233,0.7560238,25,5.5008049,5.5008049,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.843283016,NA-ion_270040-1-2-63
234,0.7552584,25,5.5008249,5.5008249,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.842429275,NA-ion_270040-1-2-63
235,0.7543361,25,5.5007629,5.5007629,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-2-63,0.841400524,NA-ion_270040-1-2-63
1,0.8806634,25,4.2004895,4.2004895,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
2,0.8876609,25,4.2005324,4.2005324,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
3,0.8861403,25,4.2005115,4.2005115,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
4,0.8855554,25,4.2005196,4.2005196,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
5,0.8852055,25,4.2005267,4.2005267,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
6,0.8847412,25,4.2005253,4.2005253,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
7,0.8843836,25,4.2005253,4.2005253,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
8,0.8839184,25,4.2005229,4.2005229,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
9,0.8835682,25,4.2004938,4.2004938,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
10,0.8831042,25,4.2005405,4.2005405,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
11,0.8827558,25,4.2004962,4.2004962,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
12,0.8824027,25,4.200469,4.200469,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
13,0.8819369,25,4.2004995,4.2004995,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
14,0.8814719,25,4.2005391,4.2005391,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
15,0.8808888,25,4.2005348,4.2005348,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,1,NA-ion_270040-1-3-62
16,0.8805392,25,4.2005105,4.2005105,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.99985897,NA-ion_270040-1-3-62
17,0.8800679,25,4.2004757,4.2004757,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.999323805,NA-ion_270040-1-3-62
18,0.8796043,25,4.2005029,4.2005029,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.998797384,NA-ion_270040-1-3-62
19,0.879136,25,4.2005072,4.2005072,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.998265626,NA-ion_270040-1-3-62
20,0.878556,25,4.2005076,4.2005076,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.997607031,NA-ion_270040-1-3-62
21,0.8780861,25,4.200489,4.200489,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.997073456,NA-ion_270040-1-3-62
22,0.8777329,25,4.2005334,4.2005334,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.996672395,NA-ion_270040-1-3-62
23,0.8772722,25,4.2005558,4.2005558,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.996149267,NA-ion_270040-1-3-62
24,0.8766888,25,4.2005363,4.2005363,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.995486811,NA-ion_270040-1-3-62
25,0.8763407,25,4.2005563,4.2005563,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.995091541,NA-ion_270040-1-3-62
26,0.8758743,25,4.2005491,4.2005491,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.99456194,NA-ion_270040-1-3-62
27,0.8752934,25,4.2005491,4.2005491,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-1-3-62,0.993902324,NA-ion_270040-1-3-62
